time,posture,XY,Y,dyno,vm,dyno_vm,ankle
2021-06-07 15:49:00.001577267,3.0,90.93230143652661,90.15640200715546,0.0,0.0,0.0,
2021-06-07 15:49:01.001578657,3.0,90.73073538773649,89.95002494466009,0.0,0.0,0.0,
2021-06-07 15:49:02.001580046,4.0,90.35935339899464,89.8045344447783,0.0,0.0,0.0,
2021-06-07 15:49:03.001581436,4.0,90.76975875829925,90.72414215834233,0.0,0.0,0.0,
2021-06-07 15:49:04.001582825,4.0,94.32649815484116,93.67546343923448,0.0,0.0,0.0,
2021-06-07 15:49:05.001584215,3.0,100.74057865714799,96.61914810150228,0.0,0.0,0.0,
2021-06-07 15:49:06.001585605,3.0,105.1167113882073,95.19163082673766,0.0,0.0,0.0,
2021-06-07 15:49:07.001586994,3.0,104.22286204140437,88.33066189558879,0.0,0.0,0.0,
2021-06-07 15:49:08.001588384,3.0,101.13438396463354,80.75119792013989,0.0,0.0,0.0,
2021-06-07 15:49:09.001589774,3.0,100.39587594360475,79.00289376168695,0.0,0.0,0.0,
2021-06-07 15:49:10.001591163,3.0,102.2529392975583,82.1476254354012,0.0,0.0,0.0,
2021-06-07 15:49:11.001592553,3.0,103.19230703333203,83.9973545784231,0.0,0.0,0.0,
2021-06-07 15:49:12.001593943,3.0,101.42850369343037,82.76083519718813,0.0,0.0,0.0,
2021-06-07 15:49:13.001595332,3.0,98.82916551322234,81.28762571090425,0.0,0.0,0.0,
2021-06-07 15:49:14.001596722,3.0,95.52379158310085,81.99015826201124,0.0,0.0,0.0,
2021-06-07 15:49:15.001598112,3.0,90.54076899697563,86.10205659307034,0.0,0.0,0.0,
2021-06-07 15:49:16.001599501,4.0,92.8337123967162,92.78703658550023,0.0,0.0,0.0,
2021-06-07 15:49:17.001600891,3.0,97.8595037661172,96.62586904938915,0.0,0.0,0.0,
2021-06-07 15:49:18.001602281,3.0,98.0161827593213,96.98204115854985,0.0,0.0,0.0,
2021-06-07 15:49:19.001603670,4.0,93.39579484118264,93.18650150669822,0.0,0.0,0.0,
2021-06-07 15:49:20.001605060,4.0,86.54531876826199,86.47207962974029,0.0,0.0,0.0,
2021-06-07 15:49:21.001606450,4.0,81.95821414504861,81.43340090698331,0.0,0.0,0.0,
2021-06-07 15:49:22.001607839,4.0,81.09521009094925,80.39577680803671,0.0,0.0,0.0,
2021-06-07 15:49:23.001609229,4.0,81.87348531028074,81.21592088282601,0.0,0.0,0.0,
2021-06-07 15:49:24.001610619,4.0,81.9406690882842,81.14635528826663,0.0,0.0,0.0,
2021-06-07 15:49:25.001612008,4.0,81.17646310694941,80.12811679982514,0.0,0.0,0.0,
2021-06-07 15:49:26.001613398,4.0,80.66742526587028,79.50120421543957,0.0,0.0,0.0,
2021-06-07 15:49:27.001614788,4.0,80.95397111018352,79.85561943661611,0.0,0.0,0.0,
2021-06-07 15:49:28.001616177,4.0,81.69581608034284,80.70480104233867,0.0,0.0,0.0,
2021-06-07 15:49:29.001617567,4.0,82.02535288566261,81.03428827522359,0.0,0.0,0.0,
2021-06-07 15:49:30.001618957,4.0,81.65099131023003,80.5537633742302,0.0,0.0,0.0,
2021-06-07 15:49:31.001620346,4.0,81.25168813140166,80.079173020171,0.0,0.0,0.0,
2021-06-07 15:49:32.001621736,4.0,82.3779303192377,81.5725188113254,0.0,0.0,0.0,
2021-06-07 15:49:33.001623126,4.0,87.20658540397815,87.14417783000091,0.0,0.0,0.0,
2021-06-07 15:49:34.001624515,4.0,94.3397538527964,93.97469971985659,0.0,0.0,0.0,
2021-06-07 15:49:35.001625905,3.0,97.3447949174559,96.19352576021468,0.0,0.0,0.0,
2021-06-07 15:49:36.001627295,3.0,95.7167406671432,94.21623274836855,0.0,0.0,0.0,
2021-06-07 15:49:37.001628684,3.0,94.04419099459871,92.34514721224352,0.0,0.0,0.0,
2021-06-07 15:49:38.001630074,3.0,94.3234096655823,92.50886957930143,0.0,0.0,0.0,
2021-06-07 15:49:39.001631464,3.0,95.4029607102242,93.58976222912808,0.0,0.0,0.0,
2021-06-07 15:49:40.001632853,3.0,95.8845002604757,94.12312390298382,0.0,0.0,0.0,
2021-06-07 15:49:41.001634243,3.0,95.57644203206026,93.85990874719873,0.0,0.0,0.0,
2021-06-07 15:49:42.001635633,3.0,95.08062425584342,93.41188660781054,0.0,0.0,0.0,
2021-06-07 15:49:43.001637022,3.0,94.85798251409622,93.28801111482782,0.0,0.0,0.0,
2021-06-07 15:49:44.001638412,3.0,94.79753796421161,93.40209244978077,0.0,0.0,0.0,
2021-06-07 15:49:45.001639802,3.0,93.72491085056068,92.59229004427122,0.0,0.0,0.0,
2021-06-07 15:49:46.001641191,5.0,89.79069144262003,88.9031855139933,1.0,0.0,1.0,
2021-06-07 15:49:47.001642581,5.0,84.75505568886342,83.76480733595079,1.0,0.0,1.0,
2021-06-07 15:49:48.001643971,5.0,83.09728106985972,81.84084326941792,1.0,0.0,1.0,
2021-06-07 15:49:49.001645360,5.0,86.52032880410512,84.99495040665971,1.0,0.0,1.0,
2021-06-07 15:49:50.001646750,5.0,92.545420499271,90.52281608028247,1.0,0.0,1.0,
2021-06-07 15:49:51.001648140,5.0,96.70101826043756,94.76339080690553,1.0,0.0,1.0,
2021-06-07 15:49:52.001649529,5.0,97.78340566409194,96.52801136299652,1.0,0.0,1.0,
2021-06-07 15:49:53.001650919,5.0,97.22928963094431,96.28284225673909,1.0,0.0,1.0,
2021-06-07 15:49:54.001652309,5.0,95.73957794855899,94.38460145125862,1.0,0.0,1.0,
2021-06-07 15:49:55.001653698,5.0,92.4792392208636,90.46110328893482,1.0,0.0,1.0,
2021-06-07 15:49:56.001655088,5.0,88.07704498605133,86.11467601954186,1.0,0.0,1.0,
2021-06-07 15:49:57.001656478,5.0,86.0142429656613,84.69496687378053,1.0,0.0,1.0,
2021-06-07 15:49:58.001657867,5.0,88.03691690645475,87.2044685116132,1.0,0.0,1.0,
2021-06-07 15:49:59.001659257,5.0,91.49064300823528,90.49349224840323,1.0,0.0,1.0,
2021-06-07 15:50:00.001660647,5.0,92.41710094885195,90.85483107628964,1.0,0.0,1.0,
2021-06-07 15:50:01.001662036,5.0,91.15592901496424,89.32830637467859,1.0,0.0,1.0,
2021-06-07 15:50:02.001663426,5.0,90.02333225290752,88.44374478173611,1.0,0.0,1.0,
2021-06-07 15:50:03.001664816,5.0,90.44687798938054,89.28864988490302,1.0,0.0,1.0,
2021-06-07 15:50:04.001666205,5.0,92.76698196754099,91.80769984657846,1.0,0.0,1.0,
2021-06-07 15:50:05.001667595,5.0,95.05139256447559,94.02604407342818,1.0,0.0,1.0,
2021-06-07 15:50:06.001668985,5.0,94.6239464981511,93.54334509924918,1.0,0.0,1.0,
2021-06-07 15:50:07.001670374,5.0,92.44161995562322,91.23142682079586,1.0,0.0,1.0,
2021-06-07 15:50:08.001671764,5.0,92.35366181608697,90.52850442168317,1.0,0.0,1.0,
2021-06-07 15:50:09.001673154,5.0,95.23135835847943,92.42764343712176,1.0,0.0,1.0,
2021-06-07 15:50:10.001674543,5.0,97.49676708464997,94.54861154696935,1.0,0.0,1.0,
2021-06-07 15:50:11.001675933,5.0,96.23067130340083,94.31915423413567,1.0,0.0,1.0,
2021-06-07 15:50:12.001677323,5.0,93.00063399862913,91.98001068581944,1.0,0.0,1.0,
2021-06-07 15:50:13.001678712,5.0,90.37004254028092,89.54696081046548,1.0,0.0,1.0,
2021-06-07 15:50:14.001680102,5.0,90.06981498758493,88.92755171101324,1.0,0.0,1.0,
2021-06-07 15:50:15.001681492,5.0,93.2916174278609,91.66579031172013,1.0,0.0,1.0,
